en,hmr
name of a species of ‘vahui’ bird,Hûimeisei (n)
a person who is not normal or below average,Huiphai (n)
wheat,Huit (n)
name of a species of ‘vahui’ bird,Hûitupui (n)
dry,Hul (adj)
"a verandah, the front gable of a house",Hulhliep (n)
an edible wild creeper plant,Hulhû (n)
"under no circumstances, on no condition, not at all (a thei naw hulhuol = not possible at all)",Hulhuol (adv)
"protect, defend, guard, shield, etc",Hum (v)
"to clench (the hand), to clasp, to grasp",Hùm (v)
"to reserve for oneself, preserve",Humhal (v)
"to protect, defend, guard, shield, etc",Humhim (v)
"that which protect, defend, guard, shield, etc",Humhimna (n)
"one who protect, defend, guard, shield, etc",Humhimtu (n)
"time, season, when (in the future)",Hun (n)
enough,Hun (adj)
"to fix a certain time, to fix a particular time",Hun bi tuk (v)
"to spend time, to occupy time",Hun hmang (v)
"to waste time, to spend time uselessly",Hun khawral (v)
at the time of,Hun laiin (adv)
let it be enough,Hun raw se (phrase)
let it be enough,Hun raw se (adv)
"convenient time, an opportune time",Hun remchang (n)
"to alter the time, to postpone",Hun sawn (v)
"to be exactly enough, to be ample",Hun tawk chie (adv)
the end time,Hun tawp (n)
"a fixed time, period, season, hour, etc",Hunbi (n)
"to have a regular, fixed or appointed time, period or season",Hunbi nei (v)
come,Hung (v)
solemn period or occasion,Hunser (n)
"enough, sufficiently, to be enough, to be sufficient",Huntawk (adj)
"enough, just enough, exactly enough",Huntawk (adj)
"bold, brave, valiant, daring, heroic, fearless",Huoi (adj)
"a demon, an evil spirit",Huoi (n)
to drag in,Huoilut (v)
"bravery, boldness",Huoina (n)
name of a variety of mustard,Huoiruoi (n)
the sudden burst of mud and water in streams and small rivers,Huoirût (n)
"brave, daring, courageous",Huoisen (adj)
"boldness, bravery",Huoisenna (n)
to become septic or get poisoned,Huoisuol (v)
"bravely, boldly, courageously",Huoitakin (adv)
name of a variety of wild bird,Huoithupui (n)
"to surround, to besiege; reserve, to reserve, to engage",Huol (v)
to make a mental note of privately without letting others know,Huol lungril (v)
a sub clan of Hmar Lusei clan,Huolhang (n)
a sub clan of Hmar Lusei clan,Huolngo (n)
"to encircle, to surround",Huolvel (v)
"to dare, to be prepared (to do anything); to include, to take in",Huom (v)
bubble,Huom (n)
"greedy, avaricious, rapacious, voracious, grasping",Huomhap (adj)
to include,Huomsa (v)
"a garden, a yard",Huon (n)
fence,Huondai (n)
"an enclosure, a yard, enclosure, pen, fold",Huong (n)
"a yard, enclosure, pen, fold",Huongsung (n)
in the habit of being exceeding than usual,Huongtau (adj)
a cooking style of meat,Huonkang (n)
to include,Huop (v)
"encompassing, accommodating",Huopzau (adj)
to give extra attention to someone with some expectation from the other end,Huor (v)
"to scratch up, to unearth by scratching",Huot (v)
"to scrape level (with hand, hoe, etc)",Huot ruol (v)
"social intercourse and other enjoyment, etc",Huou huou (n)
"flowing out (liquid, water) in large volume",Huou huou (adv)
"to cover (with the hand, etc.) to sip, to suck up, to draw in (as breath)",Hup (v)
to suffocate by stopping the nose and mouth,Huphlum (v)
"to be on heat, to have sexual desire",Hur (adj)
hyssop,Husawp (n)
"blighted, worms, disease",Hût (n)
"to have worms, disease",Hût pai (v)
"you, your, yours",I (prn)
"yours, thine",I ta (prn)
a species of rice,Idaw (n)
not satisfy,Iei (v)
what (interrogative),Iem (prn)
why?,Iem a ti a (prn with interrogation mark)
what?,Iem ie (prn with interrogation mark)
use to denote ‘something’,Iemani (n)
at least something,Iemani bek (n)
"a certain amount, a certain quantity",Iemani zat (adv)
"no reason, nothing",Iemati khom (prn)
why is it?,Iemati lie (prn with interrogation mark)
"nothing more, nothing else",Ieng dang khom (adv)
for what?,Ieng ding am (adv)
why?,Ieng inkhawk am? (phrase)
to behave with pride,Ieng le ang (adj)
whatever,Ieng le khawleh (prn)
why?,Ieng lei am? (phrase)
which one?,Ieng lem am (prn with interrogation mark)
when?,Ieng tik am (phrase)
"at all time, anytime",Ieng tik lai khom (adv)
how?,Ieng tin am (adv with interrogation mark)
for what?,Iengdim (adv with interrogation mark)
nothing,Iengkhom (n)
whatever be the case,Iengkhom nisien (adv)
"uninjured, unharmed, not damaged",Iengkhom ti lo (adv)
nothing,Iengkhomlo (n)
"everything, all kind of, all things",Iengkim (n)
not at any time,Ienglaikhom (adv)
"of no account, for nothing",Iengma lo (adv)
"nothing, worthless",Iengmalo (n)
"by no means, not by any means",Iengtin khom (adv)
"to gainsay, to grumble, to make a fuss",Ihe (v)
without much ado or grumble or hesitation,Ihe lovin (adv)
an edible water plant of the ‘touch me not’ family found in abundance in Manipur valley,Ikaithabi (n)
"to envy, to be jealous of",Ikthik (adj)
enviable,Ikthik um (adj)
jealousy,Ikthikna (n)
sleep,Imu (n)
to be habitually sleepy,Imu du (v)
"heavy sleeper, one who usually sleep long",Imu he (n)
to sleep peacefully,Imu hmu (v)
to not get enough sleep,Imu hmu lo (v)
sleeping peacefully,Imu inden (n)
a sound sleep,Imu inhnik (n)
"wanting to sleep, to feel sleepy",Imu suok (v)
sleepy,Imu suok (adj)
"sleep, sleeping",In (v)
"a house, a home, a shelter",In (n)
an affix indicating the nominative case when the subject is followed by a transitive verb,In (prefix)
"a reflexive pronominal prefix, himself, herself, themselves, etc (keiin/ke’n – by me; nangin = by you)",In (prefix)
"a prefix denoting reciprocity, with one another, one another, each other, etc",In (prefix)
"to cut, a surgical operation",In at (v)
the roof of a house,In chung (n)
"to send away, to let go",In fe tir (v)
"sudden death, to die while sleeping",In hlum (v)
a variety of thorny leaf used as roof in a traditional Hmar village hut,In hna (n)
the name of a game played by boys with ‘pawi’,In hnok (n)
to treat someone free of cost (with eatables or things),In khilai (v)
if we,In la (adverbial suffix)
land and houses,In le lo (n)
one’s house visitor,In leng (n)
one’s own warm house,In lum (n)
in enmity like an eagle and a fowl,In mû le âr (phrase)
census (general census enumerators of pre and post early independent India being semi-illiterate pluck a piece of split bamboo of the front walls of each house they visit. They bind together those little bamboo sticks and took to their headquarters where the number of houses is determined from the number of sticks. The number of members in the house seems to be roughly further calculated from the houses),In rap thliek (n)
to go to sleep while others still lie awake,In san (v)
"a house with storey, the storied house",In sawng (n)
yours (plural),In ta (prn)
to pretend to sleep,In tehlem (v)
"from house to house, every house",In tin (adv)
"to be in a romantic relationship, to be in love with each other (a man and a woman)",In ‘Di (n)
"the ember of fire, the sparkling red hot (wood, iron, etc)",Inai (n)
"incompatible, incapable of combination (as different drugs, etc), to disagree with one another",Inaihal (adj)
"alike, similar, identical, resembling, equal",Inang (adj)
"unlike, dissimilar, different",Inang lo (adj)
"difference, dissimilarity",Inang lona (n)
"similarity, resemblance",Inangna (n)
"slow, not in hurry, time consuming",Inawi (v)
to hush a child,Inawi (v)
to get entangle,Inawk (v)
to hang oneself to death,Inawkhlum (v)
to free (someone),Inawl (v)
"slanting, inclined",Inawn (adj)
a tree that is about to fall (after it is cut),Inawt (n)
"make to eat (mother to a child), to put or stuff (food) into each other’s mouth",Inba (v)
"to limp, to walk lamely",Inbâi (v)
"moving using the hand, to reach out the hand to another",Inban (v)
"resign, to resign, resignation",Inbân (v)
"to force feed, force feeding",Inbarlui (v)
giving someone something on credit,Inbattir (v)
placing (cloth) to someone’s shoulder,Inbâttir (v)
"to be linked together, to be hooked together",Inbâttuo (v)
bark (of dog),Inbauh (v)
to be near to each other,Inbauphak (adj)
wrestling,Inbaw (n)
"a swelling, to come into a bump, an excrescence",Inbawk (adj)
"bunch, bunching",Inbawr (adj)
the cry (sound) of lamb and kid,Inbe (v)
"leaning on someone’s (shoulder, chest)",Inbei (v)
"a fight, a combat, a conflict, battle",Inbeina (n)
"wear, to wear",Inbel (v)
"to be stuck, bound, joined, or tied together",Inbelbawm (v)
plump or chubby in looks or appearance,Inbèm (adj)
to settle oneself,Inbengbel (v)
"hide, to hide",Inbi (v)
"to talk, to have a talk, to converse with one another",Inbie (v)
"a conversation, an intercourse, a talk, a dialogue",Inbiekna (n)
"to take counsel, to consult each other",Inbiekrawn (v)
to whisper or speak to each other in a hush tone,Inbiekruk (v)
"of spherical in shape, round shape",Inbiel (adj)
to hide away oneself,Inbihmang (v)
"hide, hiding",Inbikruk (v)
the children’s game of ‘hide and seek’,Inbikruk siek (n)
to somersault,Inbingbilet (v)
"to single out each other and oppose one another, to stand up to one another (in game, battle, etc)",Inbitum (v)
"bushy, unkempt, hairy",Inbuk (adj)
to measure one’s weight,Inbûk (v)
a weighing scale,Inbukna (n)
to be together in one spot,Inbûm (v)
spill out (liquid substance or powdery items),Inbuo (v)
to play or while away in muddy water (like a buffalo),Inbuol (v)
a Hmar Lungtau sub clan,Inbuon (n)
"wrestle, wrestling",Inbuon (n)
"to prepare, to make preparation",Inbuotsai (v)
preparation,Inbuotsaina (n)
"to pierce through and be visible (arrow); to be fully engaged in one’s assignment or job, to mind one’s own business",Inbûr (v)
children’s play with pebbles or pieces of stone,Inbuvawr (n)
to ask something from a distance,Incha (v)
to romp or play together,Inchaih (v)
"to agree with each other, to make accord",Inchalrem (v)
to put oneself in another’s place,Inchan (v)
"to discretely wait for something (such as animal or enemy, etc)",Inchàn (v)
"change into, to become",Inchang (v)
to openly engage with each other (verbal),Inchapchar (v)
"broken (like a thread, rope, etc)",Inchat (v)
"buy, to buy",Inchaw (v)
to bet with money or other items,Inchawi (v)
"to buy, to barter",Inchawk (v)
"to leap, to jump, to gallop, to canter",Inchawm (v)
to jump down from height,Inchawm thla (v)
"to make one's self tidy, to adorn one's self, to be tidy",Inchei (v)
"dress, ornaments",Incheina (n)
"scoff because of wounds, appalled, horrified, scorn and cursing",Inchek (v)
"scattered, untidy, in a complete mess",Inchek (v)
"lavish spending, reckless and uncontrolled wasting of one’s resources",Inchêk (v)
to hold each other,Inchel (v)
to single out individually against each other,Inchemhar lak (v)
to properly give birth and brought up a child,Indam (v)
to move to a separate house,Indang (v)
"to examine oneself, to search oneself or search one another",Indap (v)
"partly wet, not dry",Indap (adj)
"to be dispersed, to be scattered, to be scattered abroad, etc",Indar (adj)
to fight with each other in witchcraft or magic,Indawi (v)
making someone to sip or drink (liquid),Indawn (v)
to interrogate someone to get the truth,Indawp (v)
"to buy and sell, to barter, to bargain",Indawr (v)
to impale oneself using sharp and pointed materials,Indawt (v)
"adequate, enough, sufficient",Indei (adj)
useful or serviceable in a variety of ways or one who is available for such ways,Indeizai (adj)
to speak ill and criticise each other,Indem (v)
doing or being in a state of calm and peace (esp sleeping or sitting),Indên (adj)
to sprout out,Inder (v)
"correct, true, right",Indik (adj)
"truth, righteousness, justice",Indikna (n)
to establish,Indin (v)
to be in one another's way,Indîp (v)
to like or love each other,Indit (v)
to be at enmity or war with one another,Indo (v)
"to take care carefully, to be gentle with",Indoi (v)
"gently, carefully, temperately",Indoi takin (adv)
"to sprout, to shoot",Indok (v)
to hold the head low with worry,Indomkun (v)
"to held up each other, to help each other",Indomtuo (v)
"to ask a question, to make a query",Indon (v)
"a battle, a war",Indona (n)
"armament, armour, weapon",Indona hmangruo (n)
a warship,Indona long (n)
"world war, a big war, to be at war with somebody",Indopui (n)
"one after the other, in consecutive order, next to each other",Indotin (adv)
"to be proud of oneself, to be proud",Indu (v)
to arrange,Induong (v)
"to be mindful of one’s job, to be wholehearted in one’s assignment",Induthaw (adj)
a celebration performed after killing fierce wild animals,Inei (n)
"torn (shirt, etc)",Inek (adj)
"to squabble, to strive together to excel or rival one another, to emulate one another, to vie with one another; sprain",Inel (v)
competition,Inelna (n)
watching oneself in the mirror,Inen (v)
to examine oneself,Inenfie (v)
"to show something to others, to have oneself examine by a doctor",Inentir (v)
"to be opposite each other, to be in array one against the other",Inep (adj)
to be jealous of each other,Iner (adj)
"to feed, to give something to eat, to make someone eat",Infaktir (v)
"stretch, elastic",Infân (adj)
"to let it fall in drop, drop by drop",Infar (v)
"to gather together, to come together",Infawkkhawm (v)
"wave of the sea, water, etc",Infawn (v)
kissing each other,Infawp (v)
to invite one another,Infiel (v)
"to play, to play a game, to play a sport",Infiem (v)
"a play, a joke, a game, a sport",Infiemna (n)
a Hmar Lungtau sub clan,Infimate (n)
"to merge into one, to join together, to run into one another (as rivers), to gather together",Infin (v)
to roam or loiter freely,Infor (v)
"to encourage, egg on someone",Infûi (v)
"encouragement, advice",Infuina (n)
"to stir up, to inflame, to instigate",Infuipor (v)
"loose or long downwards (coat, jacket, overcoat, etc), to sag, to hang low",Infuol (adj)
without much liquid (curry),Inha (adj)
"dizzy, to become old and lost memory",Inhai (n)
drying things over a traditional Hmar fireplace,Inhak (v)
"to swallow the wrong way, or so as to choke, to catch one's breath",Inhâk (v)
"to quarrel, to abuse one another",Inhal (v)
"yawn, yawning",Inham (v)
to response to a voice call,Inhawi (v)
"eager, willing to",Inhawk (adj)
to be so conscious and dedicated in one’s job in hand,Inhawmthaw (v)
to gather together,Inhawrkhawm (v)
to complain or sue each other in a court of law or to competent authority; slanting,Inhêk (v)
"to encircle each other, to avoid each other for physical contact",Inhèl (v)
to turn left or right or back,Inhêm (v)
"to be equal, to equal one another",Inhen (v)
"to rise (sun), to arrive (time or event)",Inhersuok (v)
"nearly dry, dry on the top (as mud)",Inhil (adj)
to attract each other,Inhîp (v)
to hand over or pass on,Inhlan (v)
"to pass on from one to another, to hand over",Inhlansawng (v)
to earn a living on contract or daily basis,Inhlaw (v)
"a hireling, one who works for wages (v), to work for wages",Inhlawfa (n)
cheating one another,Inhlèm (v)
"fraud, trick, deception",Inhlemna (n)
crops or plants those that grows without planting or sowing,Inhli (adj)
"to be wounded, to wound oneself, to be injured",Inhliem (v)
"swim, swimming",Inhlieu (v)
"to flay, to split (as skin), to skin",Inhlip (v)
a woman forcing herself to a man’s house to be his wife without being legally married; to enter the enemy’s fortress and siege,Inhlukhum (n)
to roll down; to roll up (cotton),Inhlùm (v)
"round, spherical",Inhlúm (adj)
respecting or giving regards to each other,Inhlut tuo (v)
"early, soon",Inhma (adj)
"to forget each other, to unintentionally left out",Inhmaih (v)
to be face to face,Inhmaiton (v)
"to have leisure, to have time, to be ready",Inhman (v)
lost,Inhmang (adj)
"being involved in one activity or the other (social, church, etc)",Inhmang (v)
"to love each other, loving one another",Inhmangai (v)
"sticky, splatter",Inhmat (adj)
"hurry, to hasten, to be quick, etc",Inhmaw (v)
"hurriedly, quickly, hastily",Inhmawtakin (adv)
"matching, suitable with, harmonious with",Inhme (adj)
"to get to know each other, knowing each other",Inhmelhriet (v)
to introduce to,Inhmelhriettir (v)
"to hate each other, to be enemy to each other",Inhmelmak (v)
enmity,Inhmelmakna (n)
to meet each other physically; to agree to each other,Inhmu (v)
a nice smell,Inhmui (adj)
name of a fruit bearing tree,Inhmui (n)
a leafy edible plant,Inhmuntriek (n)
"to sulk, to show a sulky face with the lips stretch out",Inhmur (v)
to become conscious or aware,Inhmusuok (v)
to understand one another,Inhmuthiem (v)
a wild thorny leaf use for roofing in Hmar traditional house,Inhna (n)
"close, near to each other; to have a pus (on injured body)",Inhnai (adj)
"sticky, adhesive, gummy, gluey",Inhnâk (adj)
"to smell, to sniff",Inhnam (v)
"involve, to get involve",Inhnamhnoi (v)
"to covet, to want very much",Inhnar (v)
"snore, to snore, snoring (of the nose when sleeping)",Inhnâr (v)
"desirable, enviable",Inhnarum (n)
to relief oneself from nature’s call,Inhnawm (v)
boxing,Inhnek (v)
to console oneself or someone else,Inhnem (v)
"to sob, to snivel",Inhniek (v)
"good, nice (taste or smell), tasty, etc",Inhnik (adj)
"in which one pays attention to, one’s interest, one’s concern; taste",Inhnikna (n)
"to shake, shaky, to wave",Inhning (v)
"dirty, in a mess",Inhnok (adj)
"unclean, impure",Inhnop (adj)
chasing one another,Inhnot (v)
"late, being late, to be late",Inhnu (adj)
"low, not high",Inhnuoi (adj)
"comfortable, pleasant, pleasurable, comfortable, etc",Inhoi (adj)
"to enjoy pleasure, to revel, to enjoy luxury",Inhoi chen (v)
"unpleasant, uncomfortable",Inhoi lo (adj)
to feel comfortable,Inhoi ti (v)
with great pleasure,Inhoi ti takin (adv)
being receptive,Inhong (adj)
cramp,Inhra (n)
sound or cry given out by animals or birds,Inhram (v)
moving out from the main house to a new one to be a separate family mostly by a son after marriage and children,Inhran (adj)
to punish,Inhrem (v)
punishment,Inhremna (n)
cutting down (a log) bit by bit,Inhrep (v)
to know each other,Inhriet (v)
"to make it known, no notify",Inhriettir (v)
a notice,Inhriettirna (n)
"to teach, to make someone understand",Inhril (v)
"to dry, to season",Inhro (v)
"large, huge (in size)",Inhrol (adj)
"rough, tough (in behaviour)",Inhrom (adj)
to be on the opposite side of each other,Inhron (v)
"to assert oneself, to boast",Inhrosa (v)
"to dry, to season",Inhrotrawl (v)
to wipe or rub oneself,Inhruk (v)
"a towel, a cloth for wiping off perspiration",Inhrukna puon (n)
"sticky, soft",Inhruoi (adj)
to call each other using sign language or the hand,Inhûi (v)
to be over possessive on ones belonging or property,Inhukpui (v)
"to surround (animal) in hunting, etc",Inhuol (v)
"to be affianced to each other, to engaged each other for marriage",Inhuol (v)
engagement for marriage,Inhuolna (n)
to be ready or willing,Inhuom (v)
"to fence, to make boundary wall around",Inhuon (v)
to scratch oneself,Inhuot (v)
restless (person),Inhuot (n)
"to be dissatisfied with oneself, to feel oneself small when compared with others",Iniei (v)
to feel extreme pain,Iniel (v)
"pride, egotism, conceit",Iniem (n)
"to be fast asleep, to sleep properly",Ininhnik (v)
to die,Ininnghil (v)
to hold one’s breathe,Inip (v)
to hiccough,Inirh (v)
to inflict (disease) from one to another,Inkaisawng (v)
communicable (disease),Inkaisawngthei (n)
"split, come apart",Inkâk (v)
to oppose each other; to make a rough sketch,Inkal (v)
"contradiction, disputation",Inkalna (n)
"to stand up for or by one another, to help",Inkam (v)
"to mutually support or hold up, to be mutually dependent",Inkamki (v)
"lifted on the upside, being lifted up",Inkâng (v)
"to fight, to shoot at one another",Inkâp (v)
"a fighting with fire arms, an exchange of fire, a battle",Inkapna (n)
in between,Inkar (adj)
far off,Inkarakik (adj)
"one after another, in sequence",Inkarthlakin (adv)
ever ready,Inkausa (adj)
crossing one another,Inkawkal (adj)
the bamboo pole spread over a Hmar traditional house to give extra protection from strong and violent storm,Inkawl (n)
"swollen, bruise, blister",Inkawng (v)
pulling each other (like in ‘tug of war’),Inkei (v)
giving space to someone,Inken (v)
"hang, hanging",Inkhâi (v)
"smart, slim",Inkhaithli (adj)
"to freeze, to turn into ice, to get frozen",Inkhal (v)
promise under oath,Inkhâm (n)
to place anything long in a more or less horizontal position either on the ground or with one end on the ground and the other slightly raise,Inkham (v)
"to be different, to bear no comparison to one another",Inkhan lo (v)
to places (anything long) in a more or less horizontal position,Inkhang (v)
to restrict,Inkhap (v)
restriction,Inkhapna (n)
lockdown,Inkhârkhip (n)
"sparse, long gap",Inkhât (adj)
head of the family,Inkhatpa (n)
"to assemble, meet, to come together",Inkhawm (v)
a meeting,Inkhawmna (n)
"a convention, a conference, an assembly",Inkhawmpui (n)
"to collect a solid mass in the body, etc",Inkhawn (v)
to play game,Inkhèl (v)
"games, sports",Inkhelna (n)
"twisted together, to be twisted together; a young man or woman wooing each other",Inkher (v)
"to measure, to compare, to weigh, to balance",Inkhi (v)
name of a wild forest tree,Inkhieng (n)
"quarrelling, at loggerheads",Inkhik-inkhal (n)
"measurement, a unit of measurement",Inkhina (n)
to fight or contest each other,Inkhing (v)
"cough, to cough, coughing",Inkhul (v)
bronchitis,Inkhul benvawn (n)
"to cover with cloth, etc",Inkhum (v)
"to put on someone else’ head (a hat, a cap, a head gear, etc), to crown",Inkhumtir (v)
"to control, to discipline",Inkhuokhir (v)
to play as being grown up persons (by kids),Inkhuoltelem (n)
"to be united, cohesive, etc",Inkhuongruol (v)
"to turn upside down, to turn the face downward",Inkhup (v)
"to entrust with, to give into one's keeping",Inkoltir (v)
"constrict, squeeze, etc",Inkon (v)
"to be friends with mind, to be or cause to be of the same, to be in pairs",Inkop (adj)
to carry a load on each end of a stick the centre of which rests on the shoulder,Inkot (v)
to roll down (some or round spherical object),Inkûi (v)
"to lodge at a place and provide one's own food, to fortify",Inkul (v)
bending (backbone),Inkûl (adj)
a variety of wild tree,Inkûm (n)
to have a connection with each other,Inkungkei (v)
"relationship, kinship",Inkungkeina (n)
"hug, hugging",Inkuo (v)
"round, spherical",Inkuol (adj)
put in the middle,Inlai (v)
related by blood or by other means,Inlaichin (adj)
relationship,Inlaichinna (n)
to be in good relationship,Inlaina (n)
"to be in power, to be in authority",Inlal (v)
to go anywhere and return the same day,Inlan (v)
to go and return on the same day,Inlan (v)
to appear; to show one's self (as a spirit),Inlân (v)
"to appear, to be visible, to show oneself",Inlang (v)
"to become unpopular, to lose the esteem of others, to come into disrepute, to give place to, to float",Inláng (v)
"going and returning the same day, going and getting back the same day",Inlanin (adv)
"popular, famous",Inlâr (adj)
"revelation, manifestation, appearance",Inlarna (n)
"to be shocked, to be surprise, shaken",Inlau (v)
"shocking, dazzling",Inlauum (n)
a mating call (pullet); about the age of maturity (a girl),Inlaw (v)
a formal send of program to a married daughter by her parents,Inlawi (n)
assisting and helping each other in the jhum works,Inlawm (n)
"swelling, inflamed",Inlawng (adj)
complaining one another to someone else,Inlawttuo (v)
to pass on one’s share to another,Inle (v)
"playful, not serious",Inlek (adj)
to walk pass,Inlekhal (v)
to float something or oneself in water,Inlèn (v)
"just fit enough, fitting",Inleng (n)
to court (boy and girl),Inlêng (v)
"to flash as lightning, twinkling",Inlep (v)
"translate, to upside-down, to turn back",Inlet (v)
"red hot, to be red hot",Inling (adj)
to peel of the skin,Inlip (v)
a wheeled motor vehicle,Inlirthei (n)
to cover up the head,Inlukhup (v)
"proud, self-righteous, arrogant",Inluling (adj)
to boil water,Inlum (v)
"to agree with one another, to be unanimous",Inlungruol (v)
"vomit, to vomit",Inluok (v)
to fall asleep while sitting or standing,Inlusu (v)
to search for something insignificant,Inmai (v)
"separation of husband and wife, divorce",Inmâk (v)
"cheap, low in price, inexpensive; sticky",Inman (adj)
"to deliver up, to cause to be seized, to let someone to be caught or arrested",Inmantir (n)
matching,Inmil (adj)
"round, spherical in shape",Inmum (n)
to move and lived in a separate house,Inmuolvom (n)
slippery,Innal (adj)
"to smell of, to give forth a smell, to be strong smelling",Innam (adj)
"to marry each other, to get married",Innei (v)
a marriage,Inneina (n)
a wedding ring,Inneina kutsebi (n)
"a marriage certificate, a marriage document",Inneina lekha (n)
a notice of marriage proposal pasted on the notice board of a chapel (that has to be intact for a certain period of time so as the wedding to take place),Inneina lekha tar (n)
"fine in texture, soft, weak (as beer)",Innem (adj)
"to ask a smaller price than the right value, to offer a price than the one quoted, etc",Innêp (v)
"to be in love with one another, to love one another, to copulate",Inngai (n)
"to exalt one's self, to be conceited, to think highly of one's self, to be proud",Inngaihlu (n)
"to be close in heart and soul, to love and care each other",Inngaina (n)
"to humble one's self, to be humbled, to be modest in mind, to be humane, to think little for one self",Inngaitlawm (n)
humility,Inngaitlawmna (n)
"to think about, to consider",Inngaituo (v)
"to be in love with one another, to be lovers (boy and girl)",Inngaizawng (v)
"bark, a dog’s bark",Inngak (n)
to challenge each other,Inngam (v)
gritty,Inngap (adj)
to get rotten and form a maggot or worm,Innge (v)
"to be in good terms, to get on well together, to agree together",Inngei (v)
to sound produce by pigs,Inngêk (v)
to lean on,Innghai (v)
name of a species of house spider,Innghak (n)
to put down (as a load upon the ground) to rest against or upon,Innghat (v)
"to quarrel one with another, to be at loggerheads, to be at enmity",Innghirngho (v)
"to have a sober look, to be sombre, to be not smiling",Inngup (adj)
van innim,Innim (adj)
